prisma-findMany,prisma-findMany-filter-paginate-order,prisma-findMany-1-level-nesting,prisma-findFirst,prisma-findFirst-1-level-nesting,prisma-findUnique,prisma-findUnique-1-level-nesting,prisma-create,prisma-nested-create,prisma-update,prisma-nested-update,prisma-upsert,prisma-nested-upsert,prisma-delete
11.532487999997102,3.183752999990247,103.51926699999603,2.5462600000028033,3.6134149999998044,2.233109000022523,2.8886420000053477,3.8779060000088066,13.989927999995416,4.57276899999124,8.4202960000257,9.952492000011262,7.306140000000596,6.440216999995755
9.608160000003409,2.7943320000194944,75.37493799999356,2.3948399999935646,4.570490000012796,1.971599000011338,2.6584210000000894,2.979351999994833,13.927548000006936,2.8548830000218004,8.088473999989219,6.938978999998653,8.54458600000362,5.4678729999868665
10.085611999995308,12.58101200000965,82.01077600001008,2.3893600000010338,3.5616140000056475,2.0468479999981355,2.6785110000055283,3.066563000000315,11.813710000016727,3.0147630000137724,7.861072999978205,6.917400000005728,6.998139000002993,4.552839999989374
9.01788800000213,2.6222909999778494,71.87120299998787,2.2239190000109375,3.5385349999996834,1.8594380000140518,2.6716720000258647,3.0455030000011902,11.671839000016917,2.8265519999840762,7.7383130000089295,6.673508000007132,6.850588000001153,4.135357999999542
9.519310000003316,2.956242000014754,75.6744689999905,13.790086999972118,4.224718000012217,2.2417199999908917,2.945942999998806,3.2510440000041854,12.811272999999346,14.40847099997336,9.869371000007959,7.810872999980347,7.616011000005528,4.367578000004869
9.910080999979982,2.8900419999845326,75.60253899998497,2.515380999975605,3.7827260000049137,2.039189000002807,2.7016620000067633,3.15802399997483,12.480022000003373,3.05906299999333,8.250934999989113,7.29149000000325,7.593162000004668,4.414329000021098
9.475780000007944,2.8049020000034943,70.65942799998447,8.892156999994768,5.258931999997003,2.078397999983281,2.7549219999928027,3.1296629999997094,13.134233999997377,3.0263830000185408,11.568117999995593,19.723052999994252,7.442872000014177,4.974761000019498
12.316873000003397,2.883073000004515,77.50166599999648,2.665530999976909,4.552659999986645,2.228919000015594,3.1240929999912623,4.253287999978056,13.612208000005921,3.322623999993084,8.883387999987463,7.196610000013607,8.62068699998781,4.306699000007939
9.652869999990799,6.008754999988014,74.24245300001348,4.258288000011817,3.744615999981761,1.997999000013806,2.7144720000214875,3.031182999984594,13.072725000005448,3.3421139999991283,8.445955000002868,7.21005100000184,7.365210999996634,6.659928000008222
9.119968999992125,2.9801429999934044,69.21464200000628,2.4913309999974445,3.7882660000177566,2.14981900001294,2.9541730000055395,3.2268240000121295,12.570853000011994,3.3469139999942854,8.682777000009082,7.334419999999227,11.907741000002716,4.3166889999993145
9.118118000013055,2.6450609999883454,70.18773599999258,3.0286529999866616,3.730185000022175,1.9528280000085942,2.647132000012789,3.106142999982694,12.532282000000123,3.1672639999887906,8.018264999991516,7.151650000014342,7.707081000000471,4.246878000005381
9.551551000011386,2.6768520000041462,69.74060399999144,2.444820000004256,3.6185249999980442,2.0285689999873284,2.7750919999962207,3.3524940000206698,17.792504999990342,5.50366300001042,8.714967000007164,7.554831999994349,8.198504999978468,4.445128999999724
8.764626999996835,2.5877399999881163,72.26431400000001,2.4463899999973364,3.6944359999906737,1.9773190000269096,3.720976000011433,3.0970629999937955,12.310502000007546,3.0309829999750946,8.183655000000726,9.569860000017798,7.405820000014501,4.185517999983858
8.582397000020137,5.284603000007337,69.89500399999088,2.3320999999996275,3.641474999982165,2.032818999985466,2.7208519999985583,3.26622399999178,12.153651000000536,3.3081740000052378,8.35269500000868,7.066468999983044,13.830558999994537,4.474828999984311
13.93605000001844,3.0082019999972545,68.26586700000917,2.5059710000059567,3.7457850000064354,2.0920890000124928,2.728902000002563,3.11311299999943,12.690622000023723,3.221282999991672,8.590405999973882,7.515180999995209,7.359880999982124,4.313827999983914
9.764881999988575,2.9300229999935254,70.11169600000721,2.612530999991577,5.212712000007741,2.164448999974411,2.814382000011392,3.051993000000948,13.374066999997012,3.07852300000377,8.821457000012742,7.361581999983173,7.713181999977678,4.4168290000234265
11.415738000010606,2.7800010000064503,73.74867100000847,2.5096210000046995,3.543695000000298,4.92045100001269,3.476464000006672,3.602775000006659,12.772484000015538,3.088711999997031,8.870076999999583,7.555802999995649,7.186121000006096,4.2197070000111125
9.809792000014568,2.7185020000033546,71.19624000001932,5.424203000002308,3.864285999996355,1.9596180000226013,2.70604099999764,3.0608130000182427,12.096250999980839,3.247763000021223,8.301603999978397,6.9191289999871515,7.382630000007339,3.891776000004029
9.179517999989912,2.7282309999864083,69.81609400000889,2.272079999995185,3.3567040000052657,1.8575980000023264,2.813073000026634,3.128882999997586,12.397242000006372,2.9658020000206307,7.687092999985907,6.7850779999862425,7.294729999994161,4.356728000013391
9.361289000022225,3.5901949999970384,70.40099700001883,3.5297949999803677,3.884225999994669,2.033889000013005,2.890161999996053,3.148053000011714,13.453007000003709,3.1626040000119247,9.17029900001944,7.17394000000786,12.520143000001553,5.521432999987155
8.967176999984076,3.9206560000020545,67.93509700000868,2.7046419999969658,7.732932999992045,3.363714000006439,3.667654999997467,4.826650000002701,26.212180000002263,4.402778999996372,16.356948000000557,13.396666999993613,9.422320000012405,14.024558999983128
8.982178999984171,2.9554929999867454,71.88600299999234,2.5881510000035632,3.668336000002455,2.1093289999989793,3.689875000010943,3.2405029999790713,12.633864000003086,3.1242030000139493,8.52302600000985,9.467570000007981,8.508096000005025,4.29278799999156
13.735438000003342,4.919800000003306,78.3906100000022,2.500441000011051,3.7139660000102594,2.380650999984937,3.0224229999876115,3.2345539999951143,12.47737199999392,3.1028640000149608,8.73995700001251,8.116534000000684,7.883113999996567,4.3039980000176
12.343343000015011,3.7014349999953993,66.50006999998004,2.476280000002589,6.032193999999436,2.406589999998687,9.259869000001345,3.270023000019137,14.09087900002487,3.0739229999890085,8.39207400000305,7.499121000000741,8.637916999985464,6.678839000000153
8.794617999985348,2.8575720000080764,66.47814999998081,3.4223450000281446,3.9483069999841973,1.9918680000118911,2.8071920000074897,3.149262999999337,12.96169500000542,3.015242000023136,8.825356999994256,7.089329999987967,8.092684000002919,4.378169000003254
8.561465000006137,2.782101999997394,65.03775400001905,2.27903000000515,3.515964999998687,1.931129000004148,2.5951309999800287,3.1947440000076313,14.54224099998828,2.9885320000175852,8.21014500001911,6.867798000021139,13.49063699998078,4.326677999983076
9.08111800000188,2.7434010000142734,72.41936499997973,2.65844100000686,3.7222449999826495,2.0983589999959804,2.767301999992924,6.208626000006916,16.758029999997234,3.3979439999966417,10.00034300002153,7.179560999997193,7.670902000012575,4.460977999988245
9.885241000010865,2.8058320000127424,70.80735899999854,2.6922320000012405,3.955677000019932,2.3221900000062305,2.8044520000112243,3.3440540000156034,13.263695000001462,3.357625000004191,9.07794799999101,8.178032999974675,9.2053190000006,4.7417799999821
9.214369000022998,7.570841999986442,73.2638980000047,8.150163999991491,4.664069999998901,4.089077999989968,11.277567000011913,4.892021000006935,24.0472010000085,6.605928999983007,14.731792000005953,7.841863000008743,15.442735000018729,10.787776000011945
12.166631000000052,2.918181999993976,75.9849899999972,13.185154999984661,20.117064999998547,22.324963999999454,57.22828099998878,4.355618000001414,20.246704999997746,3.5075849999848288,26.331101000017952,8.731557000020985,7.695742000010796,6.212616999982856